"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"xhg6mDpJO2kPm07UBAYd","04/06/2022","12:03:20","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.6717,0.3414,159.2438,-0.2512,4566.2651,-5419.2757,1362,N/A,1047.9096,173.5893,1360,225.288,1296.5108,214.7709,1477,244.6694,0.375,48.5751,0.166,21.5026,0.231,29.9223,0.529,0.772,73.3652,159.9485,471.764,233.3137,2.1802,-0.7607,N/A,1.4978,2.5878,2.6686,-729.089,-11.8481,-1029.6601,-16.7325,1799.4203,29.2416,53.0127,3262.2098,6.0294,721,639,-2.4829,510.9458,536.9639,0.2031,740,737,1.2615,656.4329,640.0779,27.4406,2909.6386,1656.6265,-4.848,2.4672,"730",-9675.1832,2438,820.7986,403.8619,-8.1214,1120,1318,-24.2635,310.8219,509.9767,"-39.0485",0.6852,0.4421,172.971,2.8109,1.1922,298.793,4.8556,2.5993
"FHKI2JJKce36u3L8cCug","04/06/2022","12:03:13","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.7938,0.3307,156.7935,-0.2301,4472.7273,-5839.8197,1343,N/A,1069.3576,177.1064,1338,221.5988,1310.9013,217.1108,1514,250.7479,0.251,39.2801,0.165,25.8216,0.223,34.8983,0.517,0.639,76.4503,157.5988,467.1135,234.0491,2.0615,-0.7588,N/A,1.4684,2.5475,2.6283,-753.2046,-12.2375,-1113.5467,-18.0921,1785.5238,29.0099,53.19,3273.7838,-0.5979,665,673,-4.4003,511.1515,558.2061,2.1136,773,741,2.1164,669.3229,641.5785,-4.065,2145.4545,2327.2727,-8.4832,4.1574,"N/A",-20396.5726,2579,739.8066,427.1326,11.9038,1443,1136,-14.4082,316.607,423.1996,"N/A",0.8091,0.5176,175.4725,2.8509,1.2421,291.641,4.7384,2.5605
"PzKbMaWTpnCts6L7TeiJ","04/05/2022","13:55:03","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",604.1842,0.3045,150.558,-0.2243,3153.4091,-5177.0625,1161,N/A,990.7727,163.9852,1164,192.6565,1234.7083,204.3596,1496,247.6066,0.251,37.6312,0.176,26.3868,0.24,35.982,0.494,0.667,67.7598,151.332,469.224,219.0917,2.2334,-0.669,N/A,1.3347,2.4446,2.5329,-620.6844,-10.0779,-926.7364,-15.0472,1576.1458,25.5915,51.112,3147.9179,-0.8591,577,587,-2.3845,483.5739,507.1989,1.8717,762,734,1.5564,626.9625,607.7458,-4.5045,1505.6818,1647.7273,-4.6954,3.0679,"N/A",-16348.0442,2911,748.5068,481.8067,4.1566,1516,1395,1.9368,381.502,367.0049,"N/A",0.7406,0.4566,173.492,2.8169,1.1002,295.732,4.8017,2.4571
"nUKWRETgUlolCXz7ju9Q","04/01/2022","12:20:50","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",596.0831,0.3988,169.9672,-0.2697,9633.9286,-6221.918,1678,N/A,1430.8304,240.0387,1684,282.511,1387.2407,232.7261,1678,281.5044,0.276,45.6954,0.112,18.543,0.216,35.7616,0.576,0.604,92.9483,170.6311,457.9025,263.5794,1.8358,-0.9115,N/A,1.6857,2.7972,2.8784,-1194.1953,-19.6534,-1957.3627,-32.2132,2109.1709,34.7115,58.7047,3567.0609,7.1259,902,782,1.3722,725.2321,705.5982,6.0787,890,788,1.2995,702.6343,684.6065,1.7609,4901.7857,4732.1429,2.612,2.543,"630",-9381.1936,3737,866.2286,626.926,2.4351,1914,1823,0.7088,436.1841,430.0444,"1.4167",0.9536,0.6603,159.1135,2.6186,1.5297,298.789,4.9173,2.8082
"ZKQWHXIjn2ARIJSgJpoa","04/01/2022","12:20:42","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",592.8258,0.4028,169.9005,-0.2677,8762.7119,-6091.7976,1631,N/A,1359.4661,229.3196,1629,274.7856,1367.0498,230.5989,1670,281.7016,0.329,49.2515,0.118,17.6647,0.221,33.0838,0.573,0.668,89.9434,170.8678,460.5935,260.8112,1.8997,-0.9047,N/A,1.7245,2.8115,2.9021,-1121.7346,-18.5623,-1901.6935,-31.469,2106.7022,34.8614,57.7313,3488.7439,5.0952,856,773,4.3854,709.5424,649.9237,1.4371,847,823,2.1104,697.9502,669.0995,-9.8646,3949.1525,4813.5593,8.3077,4.1132,"770",-22500.1668,4446,814.9273,749.9673,8.2321,2406,2040,-4.3682,389.6649,425.2623,"-8.3462",0.8578,0.6031,159.304,2.6361,1.4884,301.2895,4.9857,2.8275
"1IDS5abzI9mtpPMrZfbq","04/01/2022","12:20:36","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",596.5035,0.3952,169.3141,-0.2624,7944.8819,-6143.6949,1612,N/A,1257.8819,210.8759,1611,270.0739,1392.8785,233.5072,1612,270.2415,0.352,50.7937,0.127,18.3261,0.214,30.8802,0.572,0.693,83.4846,170.1908,455.89,253.6753,2.0386,-0.8852,N/A,1.6268,2.7845,2.8508,-993.7364,-16.3428,-1404.386,-23.0963,2075.6705,34.1361,59.9285,3643.9915,4.1589,839,772,8.0794,679.7559,578.126,3.9702,838,774,0.9689,703.1869,689.6916,4.6581,4157.4803,3787.4016,15.0021,1.8875,"550",-10246.4884,4145,903.8364,694.8828,-18.8902,1681,2464,-15.4606,382.0491,521.7873,"-26.7806",0.8254,0.5703,158.644,2.609,1.373,297.246,4.8885,2.7989
"TkMcCoIG0aaXt7QQqNzV","04/01/2022","12:20:29","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",594.7437,0.4079,171.4825,-0.2672,7480.916,-5898.584,1576,N/A,1257.8015,211.4863,1575,264.8199,1371.9099,230.6724,1601,269.1916,0.403,53.3069,0.131,17.328,0.222,29.3651,0.574,0.756,86.3698,172.3181,467.443,258.6879,1.9951,-0.9106,N/A,1.6916,2.8285,2.9155,-1024.8691,-16.9047,-1435.4467,-23.677,2102.1291,34.6736,60.3514,3658.8801,-1.2063,778,797,-3.31,608.084,649.7176,-0.4372,797,804,1.7041,697.6441,674.2658,11.4286,4167.9389,3312.9771,-6.3638,3.3429,"490",-22253.6699,4436,941.2469,745.8675,10.7304,2456,1980,16.7834,549.6102,391.6367,"28.768",0.7593,0.5394,163.6865,2.6999,1.4246,303.7565,5.0103,2.8423
"x8aOASyXEn233aLK07ip","03/29/2022","12:57:39","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",591.2402,0.2477,132.8441,-0.1842,2331.6327,-5686.7372,1047,N/A,847.648,143.3678,1047,177.0854,1159.034,196.0344,1589,268.7571,0.267,38.2521,0.196,28.0802,0.235,33.6676,0.434,0.698,50.0287,133.4868,437.1575,183.5154,2.6682,-0.5263,N/A,1.234,2.2042,2.3381,-419.3331,-6.9577,-602.2274,-9.9923,1355.312,22.4877,48.1075,2899.3991,-1.6237,515,532,-7.7339,391.0459,456.602,0.0629,795,794,1.5093,588.2638,570.7702,16.4114,1357.1429,974.4898,-14.3666,2.9817,"450",-40335.6686,2275,877.2533,384.7844,-10.1538,1022,1253,-10.0845,394.3933,482.86,"-18.3156",0.6218,0.3548,165.3205,2.743,0.8301,271.837,4.5104,2.2148
"KyTvRaDnYYIu0G6pdGhf","03/28/2022","12:09:37","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",603.7688,0.3668,165.0766,-0.2924,4909.6774,-4665.2971,1364,N/A,1178.6903,195.2221,1370,226.9081,1269.4779,210.259,1452,240.4894,0.298,42.4501,0.155,22.0798,0.249,35.4701,0.553,0.702,88.7326,165.6618,497.1095,254.3945,1.867,-0.865,N/A,1.5379,2.6822,2.7706,-942.183,-15.3085,-1356.4542,-22.0396,1820.7288,29.5831,55.2274,3399.0387,-1.3139,676,694,-7.1424,547.2516,631.4387,-2.3416,709,743,-2.5612,618.4819,650.996,11.1695,2729.0323,2180.6452,-13.3386,-4.9954,"580",-11157.4142,3830,887.831,634.3488,-0.8877,1898,1932,-10.2835,398.2655,489.5655,"-18.606",0.7877,0.5223,181.713,2.9525,1.4417,315.3965,5.1245,2.6917
"CWNTa9tEl7ZkIw5iA2pY","03/28/2022","12:09:29","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",604.3473,0.3815,168.5632,-0.2614,8418.0328,-6252.5993,1634,N/A,1365.7377,225.9856,1635,270.5398,1385.023,229.1767,1636,270.7053,0.29,46.1049,0.122,19.3959,0.217,34.4992,0.565,0.629,92.374,169.1725,465.2115,261.5464,1.8314,-0.9028,N/A,1.6507,2.7362,2.8182,-1126.4347,-18.2847,-1797.5538,-29.1786,2063.9427,33.5027,56.768,3497.2073,4.9541,858,777,1.4572,692.8197,672.918,4.401,854,782,1.7774,704.8203,680.2028,-3.408,4065.5738,4352.459,2.779,3.4814,"630",-10376.4985,3321,867.2524,549.5184,14.3029,1898,1423,3.3214,448.0286,419.2238,"6.4503",0.8983,0.6067,165.5,2.6865,1.4995,299.7115,4.865,2.7461
"LPYmuHwiaiu6Zaa3Sn81","03/28/2022","12:09:22","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",597.7958,0.4092,172.6477,-0.2532,9341.8803,-6643.0969,1682,N/A,1341.7949,224.4571,1682,281.367,1381.5973,231.1153,1682,281.367,0.306,47.5155,0.117,18.1677,0.221,34.3168,0.568,0.644,86.5107,172.9599,460.33,259.4706,1.9993,-0.88,N/A,1.7277,2.8332,2.9184,-1060.8968,-17.4096,-1442.6825,-23.6748,2143.2073,35.1706,59.022,3596.6491,-1.1891,831,851,-5.9278,631.1282,710.6667,-0.9512,833,849,-0.1824,689.5385,692.0588,-0.6404,4641.0256,4700.8547,-11.2541,-0.3672,"730",-23457.2054,3029,837.0205,506.6948,8.3526,1641,1388,6.629,446.2534,390.7671,"12.444",0.882,0.6353,155.855,2.5576,1.4197,304.475,4.9965,2.8383
"Rqyl76jjO8RGj9UFWuDG","03/28/2022","12:09:14","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",604.985,0.3785,168.0574,-0.2548,8600,-6429.9245,1638,N/A,1334.6667,220.6115,1650,272.734,1376.3562,227.5025,1638,270.7505,0.283,45.4984,0.12,19.2926,0.219,35.209,0.566,0.622,87.0433,168.6973,459.6205,255.7406,1.9381,-0.8821,N/A,1.6361,2.7251,2.8137,-1058.5371,-17.1645,-1443.6532,-23.4092,2039.0492,33.0638,57.2805,3532.4991,-7.2727,765,885,-9.3644,604.8417,729.825,-7.5702,757,881,-4.3799,658.0365,718.3196,-10.6589,3841.6667,4758.3333,-17.1637,-8.3652,"N/A",-8480.0225,2916,803.1761,481.9954,-20.0274,1166,1750,-59.624,162.145,641.0311,"N/A",0.91,0.6085,159.0365,2.5788,1.4114,300.584,4.8741,2.7355
"vlUb8PCYFcoxWyOLoGkf","03/18/2022","11:59:55","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",589.6396,0.3988,168.1528,-0.2576,8433.3333,-6193.864,1595,N/A,1312.1667,222.5371,1606,272.3697,1352.4434,229.3678,1595,270.5042,0.297,46.5517,0.12,18.8088,0.221,34.6395,0.557,0.638,86.2024,168.3563,454.4465,254.5587,1.953,-0.8918,N/A,1.6906,2.7976,2.8811,-1048.5982,-17.4458,-1499.0997,-24.9409,2064.852,34.3535,57.9702,3484.3561,-2.3661,784,822,0.1169,656.85,655.3167,-3.0721,773,822,-1.4213,666.6109,685.8326,-11.2648,3741.6667,4691.6667,0.2242,-2.79,"640",-17106.7495,3027,855.4234,513.3644,-1.6848,1488,1539,-16.2469,358.2219,497.2016,"-27.972",0.873,0.6252,156.3695,2.6016,1.4342,298.077,4.9592,2.801
"rOYPqG7Tf7CfuinYZOh9","03/18/2022","11:59:46","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",592.6877,0.3985,168.9478,-0.2718,6955.2239,-5611.7663,1525,N/A,1205.6866,203.427,1524,257.1337,1332.5087,224.8248,1550,261.5205,0.289,44.2573,0.134,20.5207,0.23,35.2221,0.571,0.653,81.676,169.9645,466.1935,251.6406,2.081,-0.8819,N/A,1.6695,2.7964,2.8757,-948.7792,-15.7039,-1339.0757,-22.164,2020.006,33.4346,56.0382,3385.6406,3.1496,786,738,9.4936,660.0746,545.6119,1.2903,785,765,-0.2685,664.4652,668.0435,-9.4421,3149.2537,3805.9701,17.3502,-0.5364,"600",-10564.0417,3431,881.215,578.8884,4.3428,1790,1641,-3.3959,425.645,455.57,"-6.5571",0.8744,0.6103,160.5035,2.6566,1.3519,305.69,5.0597,2.8132
"cewKT8WNAc9oIRvFQSfG","03/18/2022","11:59:37","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",590.9039,0.4026,169.2877,-0.2596,8178.8618,-6122.0213,1590,N/A,1278.4634,216.3572,1588,268.7408,1365.8545,231.1466,1600,270.7716,0.272,44.2276,0.123,20,0.22,35.7724,0.569,0.615,84.0747,170.2715,455.8445,254.3463,2.0252,-0.8897,N/A,1.6794,2.8105,2.8909,-1018.7787,-16.9134,-1449.875,-24.0704,2077.3714,34.4879,58.8392,3544.1677,-0.5038,790,798,-1.6935,628.4065,650.0569,-0.875,793,807,-1.4024,673.35,692.5045,0,4089.4309,4089.4309,-3.3434,-2.7548,"1690",-31311.4217,4515,696.9544,764.0836,7.2868,2422,2093,34.535,468.8237,228.1308,"51.3245",0.9252,0.6546,156.165,2.5926,1.3958,299.6795,4.9752,2.8268
"FwPJJ1UVMpvuMMTKx0Ft","03/17/2022","13:55:57","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",602.3143,0.3139,152.3922,-0.2223,7283.4646,-6890.3491,1532,N/A,1176.1024,195.2639,1531,254.1862,1363.8209,226.4301,1596,264.9779,0.275,45.6053,0.127,21.0614,0.201,33.3333,0.508,0.603,72.4044,152.8791,421.638,225.2835,2.1115,-0.7689,N/A,1.5147,2.482,2.5741,-807.1717,-13.1465,-1104.6734,-17.992,1856.8062,30.2421,52.5236,3224.841,-6.8583,713,818,-5.7557,554.2047,621.8976,-2.005,782,814,-3.2642,659.6517,704.1692,-9.6216,3291.3386,3992.126,-10.8867,-6.297,"520",-11440.8867,3952,891.6788,656.1358,-6.832,1841,2111,-3.9185,428.3692,463.3096,"-7.5296",0.8425,0.5207,148.296,2.4153,1.1793,273.342,4.452,2.49
"8vFyByosoqCIiN5ayCEc","03/17/2022","13:55:50","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",597.8168,0.3305,155.1805,-0.2182,6027.5862,-6730.8217,1469,N/A,1078.0828,180.3366,1464,244.8911,1364.3941,228.2295,1591,266.135,0.276,44.2308,0.145,23.2372,0.203,32.5321,0.509,0.624,69.2069,155.4645,431.516,224.6714,2.2464,-0.7357,N/A,1.5387,2.5465,2.6348,-715.3601,-11.7389,-956.572,-15.6971,1896.7697,31.1254,53.6158,3267.3232,-9.6995,661,803,-10.5206,482.331,595.7517,-4.4626,760,831,-2.9851,661.8325,702.5616,-15.5606,2544.8276,3482.7586,-19.0749,-5.7739,"870",-20766.83,2622,774.5253,438.5959,2.3646,1342,1280,-25.3811,288.9713,485.554,"-40.4566",0.8157,0.5297,155.2925,2.5483,1.1357,276.2235,4.5327,2.5511
"ivyU1MqY2rOSCT0XNJ5J","03/10/2022","13:07:33","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",579.009,0.3604,156.9496,-0.2456,5690.6475,-5599.6833,1376,N/A,1121.5683,193.7048,1373,237.1293,1306.1659,225.5865,1506,260.0996,0.301,45.8143,0.139,21.1568,0.217,33.0289,0.522,0.657,75.0158,157.6621,437.647,232.6778,2.1017,-0.7926,N/A,1.5803,2.6592,2.7539,-810.7687,-13.7366,-1181.0979,-20.011,1880.0421,31.8531,57.0803,3369.0141,4.5885,718,655,0.585,564.0647,557.5036,1.4608,764,742,-0.0677,652.6406,653.5253,5.689,3007.1942,2683.4532,1.1194,-0.1421,"500",-35773.3498,3564,890.898,615.5345,-16.2177,1493,2071,-21.7958,348.36,542.538,"-35.7847",0.7945,0.5486,154.919,2.6248,1.271,282.728,4.7902,2.6712
"plToVHSstkP0bJSwyEb9","03/10/2022","13:07:23","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",581.7978,0.3599,157.5946,-0.2408,7430.8943,-6248.4499,1504,N/A,1226.2602,210.7708,1503,258.3372,1348.6329,231.8044,1565,268.9938,0.374,53.125,0.123,17.4716,0.207,29.4034,0.528,0.704,78.8042,158.5472,428.181,237.3513,2.0119,-0.8257,N/A,1.5937,2.6573,2.7417,-920.4094,-15.5195,-1308.8487,-22.0692,1942.3344,32.7507,56.8948,3374.2348,-1.9295,737,766,-6.1075,575.6829,650.5772,0.4473,786,779,0.2762,676.1787,672.4541,-13.3479,3219.5122,4211.3821,-11.6251,0.5706,"N/A",-31.8081,3139,493.4091,539.5345,-7.4227,1453,1686,17.5424,289.9823,203.4268,"N/A",0.75,0.5112,149.7835,2.5256,1.3288,278.3975,4.6942,2.6733
"Ori8JDEsqdHB16y0icv7","03/09/2022","12:39:54","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",587.8739,0.3482,156.628,-0.2532,7473.6842,-6256.6271,1584,N/A,1181.1278,200.9152,1580,268.7651,1330.4009,226.3072,1629,277.1003,0.344,49.9274,0.133,19.3033,0.212,30.7692,0.528,0.689,78.4056,157.1991,437.2455,235.6048,2.0049,-0.8427,N/A,1.6533,2.6137,2.7312,-890.8478,-14.8658,-1220.0209,-20.3588,1941.0578,32.3909,54.3639,3257.8083,0.7595,796,784,0.5551,593.8421,587.2857,0.0614,815,814,-0.9732,658.7264,671.6745,1.006,3774.4361,3699.2481,1.1028,-1.9287,"540",-11554.2172,2872,877.8296,488.5402,-28.1337,1032,1840,-30.4606,305.2185,572.6111,"-46.7106",0.7663,0.5053,156.005,2.6033,1.3084,281.2405,4.6931,2.6232
"RSCww6DAVd61D2JZFfi7","03/09/2022","12:39:47","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",587.0881,0.3736,162.0391,-0.2568,6798.4496,-5729.1103,1472,N/A,1273.2558,216.8765,1470,250.3883,1326.7364,225.9859,1529,260.4379,0.29,45.3834,0.129,20.1878,0.22,34.4288,0.545,0.639,88.0702,162.5592,454.349,250.6294,1.8458,-0.8594,N/A,1.6269,2.7076,2.7993,-1016.5334,-16.9859,-1574.6652,-26.312,1955.8058,32.6807,56.3961,3375.0758,0,735,735,-4.3227,609.1085,664.1473,0.981,772,757,1.9652,676.4045,650.3318,-14.9373,2891.4729,3906.9767,-8.4111,3.862,"520",-14505.0381,2836,898.1308,483.0621,5.9238,1502,1334,19.0811,534.7519,363.3788,"32.0246",0.8529,0.5848,163.2175,2.7273,1.4716,291.1315,4.8647,2.7163
"zR3HSWQ2Rn4j4KFJjFKc","03/09/2022","12:39:40","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",593.1331,0.3533,159.2135,-0.2189,6300,-6715.5639,1471,N/A,1082.8714,182.568,1465,246.9935,1408.5255,237.4721,1643,277.0036,0.23,40.636,0.14,24.735,0.196,34.629,0.536,0.566,68.1295,159.659,425.895,227.7885,2.3435,-0.7246,N/A,1.5479,2.6333,2.7131,-709.9807,-11.7426,-992.4646,-16.4147,1991.5451,32.9387,58.5572,3540.4932,-9.6246,662,803,-3.1477,524.3929,558.4786,-5.0517,780,863,-5.2831,667.0561,741.4694,-33.1066,2107.1429,4192.8571,-6.1499,-10.0108,"510",-11740.252,2968,894.1294,500.3936,0.9434,1498,1470,4.7929,468.4922,425.6373,"9.1391",0.947,0.6244,150.575,2.4904,1.1268,275.32,4.5536,2.6406
"i8CAGP1eqc8eiC7gAG1j","03/03/2022","11:34:58","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",580.2062,0.3874,163.0615,-0.3033,6303.4483,-4911.6851,1490,N/A,1203.2207,207.3781,1489,256.6329,1267.2636,218.4161,1504,259.2182,0.272,41.4634,0.145,22.1037,0.239,36.4329,0.555,0.656,89.8848,164.0249,475.5485,253.9097,1.8248,-0.9444,N/A,1.6564,2.757,2.8507,-1032.8658,-17.4635,-1437.1472,-24.299,1904.7271,32.2047,55.6472,3291.2211,-1.4103,734,755,-5.6314,567.731,635.4897,-1.9947,737,767,0.7085,638.1213,629.1423,-2.8446,3062.069,3241.3793,-10.7137,1.4074,"530",-11737.275,2903,890.1887,500.3394,26.7654,1840,1063,31.3459,584.6132,305.5755,"47.7183",0.846,0.5906,173.4345,2.9324,1.5198,302.114,5.1081,2.7733
"CCHggiItVTmNIu108rfO","03/03/2022","11:34:51","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",583.9449,0.381,162.7686,-0.2957,6947.3684,-5090.9392,1505,N/A,1315.8722,225.3418,1537,263.2097,1290.6595,221.0242,1521,260.4698,0.29,44.2748,0.133,20.3053,0.232,35.4198,0.563,0.655,96.8878,163.7747,472.6345,260.6625,1.6904,-0.979,N/A,1.6407,2.7344,2.824,-1181.2737,-19.8448,-1934.254,-32.4946,1920.667,32.2663,55.5317,3305.5529,-4.6194,733,804,-4.1386,630.7068,685.1654,-5.7199,717,804,-1.2487,637.2716,653.3879,-26.8398,2541.3534,4406.015,-8.0295,-2.4493,"N/A",-8953.597,3626,731.8592,620.9489,10.6453,2006,1620,5.6094,386.4559,345.4033,"N/A",0.8595,0.5818,173.9685,2.9226,1.6277,298.666,5.0174,2.7513
"re3HDseA3X2GfsVEDCL8","03/03/2022","11:34:41","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",577.8729,0.4125,167.5915,-0.2649,5930.0699,-5383.3879,1426,N/A,1141.1748,197.4785,1422,246.0749,1344.0727,232.5897,1551,268.3981,0.273,42.9245,0.143,22.4843,0.22,34.5912,0.57,0.636,80.1301,168.4063,457.1485,248.5364,2.1017,-0.8592,N/A,1.6852,2.845,2.9272,-888.2932,-15.0797,-1302.1902,-22.106,2061.0247,34.9881,60.3077,3552.5167,-6.0478,668,754,-10.6221,509.979,631.1958,-2.9014,753,798,-1.9229,659.1136,684.9591,3.066,3055.9441,2874.1259,-19.2116,-3.7496,"N/A",-61.9716,3672,467.8504,635.4339,-9.5316,1661,2011,27.8458,299.0635,168.7869,"N/A",0.8962,0.6487,162.188,2.7533,1.3603,294.9605,5.0073,2.8589
"KWT87pYqOQxWTvxLAp50","03/02/2022","14:18:04","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",579.9359,0.3767,160.7184,-0.272,5379.085,-5155.0388,1402,N/A,1089.5817,187.8797,1399,241.2335,1283.4672,221.3119,1481,255.373,0.247,39.2687,0.153,24.3243,0.229,36.407,0.532,0.629,77.5667,160.9736,458.916,238.5403,2.0753,-0.8267,N/A,1.6267,2.7187,2.8113,-816.4557,-13.8109,-1116.1027,-18.8796,1900.7751,32.1529,55.214,3264.0772,-4.9321,665,734,-6.9164,507.1111,582.4706,-1.1479,732,749,0.1075,642.4236,641.0437,-13.9733,2313.7255,3065.3595,-12.9985,0.2323,"610",-27843.0885,2799,848.6459,482.6395,20.2572,1683,1116,29.7782,550.6787,297.9672,"45.8579",0.8458,0.5989,165.717,2.8032,1.3121,293.199,4.9597,2.723
"XTvob5dlMTR8jK6Uabsx","02/28/2022","10:46:27","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",585.1702,0.334,152.7208,-0.2243,10238.0952,-7396.0884,1660,N/A,1318.7048,225.3541,1656,282.9946,1393.2421,238.0918,1697,290.0011,0.393,57.1221,0.105,15.2616,0.19,27.6163,0.513,0.688,76.4858,153.2763,401.217,229.7621,2.004,-0.7917,N/A,1.6059,2.5603,2.6574,-943.3196,-15.8141,-1414.1679,-23.7076,1972.5623,33.0687,55.7439,3325.1466,-9.1787,752,904,-13.891,567.7619,750.9429,-8.0731,780,917,-4.617,664.4579,728.7842,-12.186,4495.2381,5742.8571,-24.4722,-8.8046,"N/A",-14157.7014,3196,718.9479,546.1659,0.1252,1600,1596,17.9821,424.115,294.8329,"N/A",0.7456,0.4856,137.3435,2.3025,1.2822,263.8735,4.4237,2.5696
"JPxvKefWHNkOPDqH2WbO","02/28/2022","10:46:21","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",588.8118,0.336,154.1407,-0.2474,8729.5082,-6668.0489,1649,N/A,1227.8115,208.5236,1646,279.546,1346.078,228.6092,1650,280.2254,0.345,51.3393,0.122,18.1548,0.205,30.506,0.524,0.672,77.4318,154.9894,423.785,232.4212,2.0016,-0.8381,N/A,1.6158,2.5681,2.6761,-917.0333,-15.2784,-1198.7717,-19.9723,1920.5041,31.9969,53.9913,3240.6418,-1.9441,807,839,-4.4335,586.6885,641.123,-2.0606,808,842,0.0558,673.4146,672.6634,-5.5399,4122.9508,4606.5574,-8.5477,0.1133,"N/A",-6240.0962,2073,730.4313,352.0649,34.2981,1392,681,21.0659,442.1517,288.2796,"N/A",0.7798,0.5002,148.678,2.4771,1.2901,275.107,4.5835,2.5822
"X4XAWSAWqSk86wG2RW4e","02/28/2022","10:46:14","abU58h8GqrgqG19iryFe",,"--","Countermovement Jump","","",589.0801,0.3825,164.473,-0.255,8103.1746,-6307.9707,1609,N/A,1242.373,210.9005,1609,273.1377,1369.8066,232.5332,1610,273.3075,0.235,41.0122,0.126,21.9895,0.212,36.9983,0.558,0.573,81.8055,165.2856,445.022,247.0911,2.0205,-0.8782,N/A,1.6416,2.739,2.8232,-973.2695,-16.2079,-1321.5482,-22.0079,2033.2466,33.8598,58.4508,3509.906,0.4351,808,801,3.0363,640.0476,602.3254,0.3727,808,802,-0.6484,680.4623,689.3443,-18.5113,3301.5873,4801.5873,5.811,-1.2952,"N/A",-7368.0999,2719,753.4928,461.5671,-1.4344,1340,1379,0.4122,378.2992,375.1936,"N/A",0.9738,0.6673,155.4405,2.5886,1.3623,289.5815,4.8224,2.7525
